2.26E+16,can i return online purchases to a house of fraser concesssion if i have the delivery note and order details ?,0,0,apparel
2.34E+16,"hi - i'm writing a piece for msn him and wondered who i could talk in the pr dept about this season's clothes / trends , etc ? help !",0,0,apparel
2.56E+16,i need to check my order,0,0,apparel
2.95E+16,i need to get in contact with someone regarding the fc.com website . i work for a major search engine . tried enquiries @ and web form,1,1,apparel
3.25E+16,how can i get a hold of you so we can discuss the problem i am havnig with my coat ?,0,0,apparel
3.46E+16,will you be getting the wendy cotton v neck dress in pavlova back in stock on the site ?,1,1,apparel
4.88E+16,"build new system ? <user> forgot to put a bootable usb stick with the cards . so buy another card , install with that and put the fermi in .",0,0,electronics
4.93E+16,if i connect a #gtx580 to a tv through hdmi will i get audio output as well ?,0,0,electronics
4.99E+16,please could you point me in the direction of your pr department . i need to contact them with regards to some client work .,0,0,apparel
5.12E+16,looking for models / actors or dancers ? olivier,0,0,apparel
6.14E+16,hi m order is 913181 did you revise the money ? if you did .. how about the shipping ?,1,1,apparel
7.05E+16,"looking for "" bright carol "" or "" stained glass "" dress . do you have these in stock anymore ?",0,0,apparel
7.09E+16,"not sure if those are official names for dress , but here is image of it . i really want to find it somewhere ! <url>",0,0,apparel
7.09E+16,thanks ! do you have any idea of the actual name of the dress ?,0,0,apparel
7.97E+16,anyone know what's up with the geforce 500 series 580 gpx driver 275.33,1,1,electronics
8.36E+16,"dear <user> , i don't think i should have to roll back to driver v270 . 61 to make my games work , and my desktop not glitch out .",1,3,electronics
8.52E+16,"it might have been a bad overclock . also , it normal to have flickering in certain applications while running sli ?",1,2,electronics
8.52E+16,thank you for getting back to me on this . so this is a known issue ? how will you publicize a solution ? any ideas on an eta ?,0,0,electronics
8.56E+16,"so far , the mac graphics drivers have been another disappointing update ( for both my quadro 4000 & gtx - 285 ) ,",1,2,electronics
8.62E+16,any specific application or benchmark ? i'll check next time i swap it out with the gtx - 285 for testing,0,0,electronics
8.87E+16,is it possible to exchange a french connection dress bought in john lewis in your store ?,0,0,apparel
9.19E+16,"hi <user> , i made a complaint in one of your stores 5 days ago and no one has dealt with it . who's best to contact at head office , please ?",1,4,apparel
9.42E+16,what is your policy on false advertising regarding sale items ? i was refused a sale in westfield due to a company error on pricing,1,3,apparel
9.44E+16,". <user> <user> cuda driver lion update , please ? <url>",1,1,electronics
1.02E+17,"hi , i have otto frill dress , never worn but lost receipt , discovered it has small fraying of fabric at bottom of zip - help ! thanks",1,1,apparel
1.03E+17,"request : have shift dress from 08 spring / summer collection - any chance that 1 . there r any left , or 2 . u'll make dress again ? !",1,1,apparel
1.04E+17,hrm ok . i guess the question is can i run 2 x 1920x1200 projectors from a quadro 2000 then ?,0,0,electronics
1.08E+17,"will bfbc 2 run smoothly at 900x1600 on high settings , on an alienware m14x with the standard video card ? 1.5 gigs of vram .",0,0,electronics
1.09E+17,"my graphics card has gone to graphics card heaven .. r . i . p my <user> 8800 gts , you served me well ( military funeral music begins )",0,0,electronics
1.11E+17,what's nvidia gonna do for linux users as optimus further creeps into the gtx lines . what about synergy ?,0,0,electronics
1.14E+17,"you guys are insane , such remarkable minds to created such a powerful product yet so small ! i applaud nvidias work .",0,0,electronics
1.14E+17,hi please i cant find a driver for video card ( nvidia geforce 8500 gt ) for mac please send me a link when i can download a driver,1,1,electronics
1.19E+17,i own two gtx 460 in sli . i want to try windows 8 dev preview . which driver should i use . can i use the windows 7 one .,0,0,electronics
1.19E+17,"thanks to <user> ' s incompetence i now can't work till october 4th , when the ati card arrives .",1,4,electronics
1.20E+17,"from the beginning it never worked right , driver issues ( drvs in wrong places ) , now with the last cuda update it broke the mac .",1,2,electronics
1.20E+17,asus g60 series . bought it to play games but guess not bf3,1,1,electronics
1.22E+17,"something will trigger my two displays to turn off , then on again , and then i get message saying driver stopped responding",1,1,electronics
1.49E+17,hey i was wondering if you were getting any more gold samantha sequin dresses in ? desperate for one !,1,3,apparel
1.50E+17,"i placed an order with express delivery on 19th and have been given a tracking number , but hdl say its invalid ? order is 5077057 1 <user>",1,1,apparel
1.55E+17,"i have just received an email regarding an order i've placed . i don't recall placing any order with you , so please can you advise ?",1,1,apparel
4.60E+17,"hey guys , i love this product featured on <user> today but don't see a price ? help a girl out ? <url>",1,1,other
